Ingredient	Strength
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	200MG;300MG
HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE	1.5MG;5MG
AMLODIPINE BESYLATE; TELMISARTAN	EQ 5MG BASE;40MG
AMLODIPINE BESYLATE; TELMISARTAN	EQ 5MG BASE;80MG
AMLODIPINE BESYLATE; TELMISARTAN	EQ 10MG BASE;40MG
AMLODIPINE BESYLATE; TELMISARTAN	EQ 10MG BASE;80MG
COBICISTAT	150MG
ACETAMINOPHEN; HYDROCODONE BITARTRATE	500MG;5MG
LAPATINIB DITOSYLATE	EQ 250MG BASE
ACETAMINOPHEN; CODEINE PHOSPHATE	325MG;7.5MG 
ACETAMINOPHEN; CODEINE PHOSPHATE	325MG;15MG 
ACETAMINOPHEN; CODEINE PHOSPHATE	325MG;30MG 
ACETAMINOPHEN; CODEINE PHOSPHATE	325MG;60MG 
ACETAMINOPHEN; CODEINE PHOSPHATE	300MG;7.5MG
ACETAMINOPHEN; CODEINE PHOSPHATE	300MG;15MG
ACETAMINOPHEN; CODEINE PHOSPHATE	300MG;30MG
ACETAMINOPHEN; CODEINE PHOSPHATE	300MG;60MG
TELBIVUDINE	600MG
FEBUXOSTAT	40MG
FEBUXOSTAT	80MG
CEFADROXIL/CEFADROXIL HEMIHYDRATE	EQ 1GM BASE
CEFADROXIL/CEFADROXIL HEMIHYDRATE	EQ 1GM BASE
ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE	325MG;37.5MG
GRISEOFULVIN, ULTRAMICROCRYSTALLINE	165MG
GRISEOFULVIN, ULTRAMICROCRYSTALLINE	330MG
TRAMADOL HYDROCHLORIDE	50MG
TRAMADOL HYDROCHLORIDE	100MG
NAFCILLIN SODIUM	EQ 500MG BASE
HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE	25MG;15MG;0.1MG
HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE	25MG;15MG;0.1MG
HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE	12.5MG;7.5MG 
HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE	12.5MG;15MG 
HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE	25MG;15MG 
DOXYLAMINE SUCCINATE	25MG
CRYPTENAMINE TANNATES	260CSR UNIT
LEVOTHYROXINE SODIUM	0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.05MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.075MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.112MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.125MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.15MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.175MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.2MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
LEVOTHYROXINE SODIUM	0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium
MOEXIPRIL HYDROCHLORIDE	7.5MG 
MOEXIPRIL HYDROCHLORIDE	15MG 
SELEXIPAG	0.2MG
SELEXIPAG	0.4MG
SELEXIPAG	0.6MG
SELEXIPAG	0.8MG
SELEXIPAG	1MG
SELEXIPAG	1.2MG
SELEXIPAG	1.4MG
SELEXIPAG	1.6MG
BETHANECHOL CHLORIDE	5MG
BETHANECHOL CHLORIDE	5MG 
BETHANECHOL CHLORIDE	10MG
BETHANECHOL CHLORIDE	10MG 
BETHANECHOL CHLORIDE	25MG
BETHANECHOL CHLORIDE	25MG 
BETHANECHOL CHLORIDE	50MG
BETHANECHOL CHLORIDE	50MG 
BENZTHIAZIDE	25MG
METHENAMINE HIPPURATE	1GM
FLAVOXATE HYDROCHLORIDE	100MG
SULFAMETHOXAZOLE	500MG
SULFAMETHOXAZOLE; TRIMETHOPRIM	800MG;160MG
SULFAMETHOXAZOLE; TRIMETHOPRIM	400MG;80MG
URSODIOL	250MG
URSODIOL	500MG
URSODIOL	250MG
URSODIOL	500MG
URSODIOL	250MG
URSODIOL	500MG
URSODIOL	250MG
URSODIOL	500MG
URSODIOL	250MG
URSODIOL	500MG
PENICILLIN V POTASSIUM	EQ 250MG BASE
PENICILLIN V POTASSIUM	EQ 500MG BASE
PENICILLIN V POTASSIUM	EQ 125MG BASE 
PENICILLIN V POTASSIUM	EQ 250MG BASE 
PENICILLIN V POTASSIUM	EQ 500MG BASE 
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
VALGANCICLOVIR HYDROCHLORIDE	EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE	EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE	EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE	EQ 450MG BASE
VALGANCICLOVIR HYDROCHLORIDE	EQ 450MG BASE
DIAZEPAM	2MG
DIAZEPAM	5MG
DIAZEPAM	10MG
ANISOTROPINE METHYLBROMIDE	50MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
VALSARTAN	40MG
VALSARTAN	80MG
VALSARTAN	160MG
VALSARTAN	320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;80MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	12.5MG;320MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;160MG
HYDROCHLOROTHIAZIDE; VALSARTAN	25MG;320MG
VALACYCLOVIR HYDROCHLORIDE	EQ 1GM BASE
VALACYCLOVIR HYDROCHLORIDE	EQ 500MG BASE
ALISKIREN HEMIFUMARATE; VALSARTAN	EQ 150MG BASE;160MG
ALISKIREN HEMIFUMARATE; VALSARTAN	EQ 300MG BASE;320MG
CEFPODOXIME PROXETIL	EQ 100MG BASE 
CEFPODOXIME PROXETIL	EQ 200MG BASE 
VARDENAFIL HYDROCHLORIDE	2.5MG
VARDENAFIL HYDROCHLORIDE	5MG
VARDENAFIL HYDROCHLORIDE	10MG
VARDENAFIL HYDROCHLORIDE	20MG
ROLAPITANT HYDROCHLORIDE	EQ 90MG BASE
BEPRIDIL HYDROCHLORIDE	200MG
BEPRIDIL HYDROCHLORIDE	300MG
BEPRIDIL HYDROCHLORIDE	400MG
ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE	5MG;12.5MG
ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE	10MG;25MG
ENALAPRIL MALEATE	2.5MG
ENALAPRIL MALEATE	5MG
ENALAPRIL MALEATE	10MG
ENALAPRIL MALEATE	20MG
PENICILLIN V POTASSIUM	EQ 250MG BASE
PENICILLIN V POTASSIUM	EQ 500MG BASE
PENICILLIN V POTASSIUM	EQ 250MG BASE
PENICILLIN V POTASSIUM	EQ 250MG BASE
PENICILLIN V POTASSIUM	EQ 500MG BASE
PENICILLIN V POTASSIUM	EQ 500MG BASE
CEPHRADINE	1GM
TENOFOVIR ALAFENAMIDE FUMARATE	EQ 25MG BASE
VENETOCLAX	10MG
VENETOCLAX	50MG
VENETOCLAX	100MG
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 25MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 50MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
PROTOKYLOL HYDROCHLORIDE	2MG
ALBUTEROL SULFATE	EQ 2MG BASE
ALBUTEROL SULFATE	EQ 4MG BASE
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	40MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	80MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	120MG
VERAPAMIL HYDROCHLORIDE	120MG
PIPOBROMAN	10MG
PIPOBROMAN	25MG
ALKAVERVIR	2MG
ALKAVERVIR	3MG
VERATRUM VIRIDE ROOT	130CSR UNIT
SOLIFENACIN SUCCINATE	5MG
SOLIFENACIN SUCCINATE	10MG
TRIFLUPROMAZINE HYDROCHLORIDE	10MG
TRIFLUPROMAZINE HYDROCHLORIDE	25MG
TRIFLUPROMAZINE HYDROCHLORIDE	50MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
SILDENAFIL CITRATE	EQ 25MG BASE
SILDENAFIL CITRATE	EQ 50MG BASE
SILDENAFIL CITRATE	EQ 100MG BASE
ELUXADOLINE	75MG
ELUXADOLINE	100MG
DOXYCYCLINE HYCLATE	EQ 100MG BASE 
ACETAMINOPHEN; HYDROCODONE BITARTRATE	500MG;5MG
ACETAMINOPHEN; HYDROCODONE BITARTRATE	500MG;5MG
ACETAMINOPHEN; HYDROCODONE BITARTRATE	750MG;7.5MG
ACETAMINOPHEN; HYDROCODONE BITARTRATE	660MG;10MG
ASPIRIN; HYDROCODONE BITARTRATE	500MG;5MG
HYDROCODONE BITARTRATE; IBUPROFEN	7.5MG;200MG
VILAZODONE HYDROCHLORIDE	10MG
VILAZODONE HYDROCHLORIDE	20MG
VILAZODONE HYDROCHLORIDE	40MG
LACOSAMIDE	50MG
LACOSAMIDE	100MG
LACOSAMIDE	150MG
LACOSAMIDE	200MG
PANCRELIPASE 	39,150USP UNITS;10,440USP UNITS;39,150USP UNITS
PANCRELIPASE 	78,300USP UNITS;20,880USP UNITS;78,300USP UNITS
ROFECOXIB	12.5MG
ROFECOXIB	25MG
ROFECOXIB	50MG
NELFINAVIR MESYLATE	EQ 250MG BASE
NELFINAVIR MESYLATE	EQ 625MG BASE
NEVIRAPINE	200MG
TENOFOVIR DISOPROXIL FUMARATE	150MG
TENOFOVIR DISOPROXIL FUMARATE	200MG
TENOFOVIR DISOPROXIL FUMARATE	250MG
TENOFOVIR DISOPROXIL FUMARATE	300MG
SODIUM PHOSPHATE, DIBASIC ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE	0.398GM;1.102GM
HYDROCHLOROTHIAZIDE; PINDOLOL	25MG;5MG
HYDROCHLOROTHIAZIDE; PINDOLOL	25MG;10MG
PINDOLOL	5MG 
PINDOLOL	10MG 
ELVITEGRAVIR	85MG
ELVITEGRAVIR	150MG
PROTRIPTYLINE HYDROCHLORIDE	5MG
PROTRIPTYLINE HYDROCHLORIDE	10MG
PROTRIPTYLINE HYDROCHLORIDE	5MG 
PROTRIPTYLINE HYDROCHLORIDE	10MG 
DIPHENIDOL HYDROCHLORIDE	EQ 25MG BASE
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
VORICONAZOLE	50MG
VORICONAZOLE	200MG
PAZOPANIB HYDROCHLORIDE	EQ 200MG BASE
PAZOPANIB HYDROCHLORIDE	EQ 400MG BASE
EZETIMIBE; SIMVASTATIN	10MG;10MG
EZETIMIBE; SIMVASTATIN	10MG;20MG
EZETIMIBE; SIMVASTATIN	10MG;40MG
EZETIMIBE; SIMVASTATIN	10MG;80MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
WARFARIN SODIUM	1MG
WARFARIN SODIUM	2MG
WARFARIN SODIUM	2.5MG
WARFARIN SODIUM	3MG
WARFARIN SODIUM	4MG
WARFARIN SODIUM	5MG
WARFARIN SODIUM	6MG
WARFARIN SODIUM	7.5MG
WARFARIN SODIUM	10MG
COLESEVELAM HYDROCHLORIDE	625MG
BUPROPION HYDROCHLORIDE	50MG
BUPROPION HYDROCHLORIDE	75MG
BUPROPION HYDROCHLORIDE	100MG
LEUCOVORIN CALCIUM	EQ 5MG BASE 
LEUCOVORIN CALCIUM	EQ 25MG BASE 
CAFFEINE; ERGOTAMINE TARTRATE	100MG;1MG
PHENTERMINE HYDROCHLORIDE	8MG 
STANOZOLOL	2MG
RAUWOLFIA SERPENTINA ROOT	50MG
RAUWOLFIA SERPENTINA ROOT	100MG
ERYTHROMYCIN STEARATE	EQ 250MG BASE
ERYTHROMYCIN STEARATE	EQ 500MG BASE
ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE	650MG;65MG
GUANABENZ ACETATE	EQ 4MG BASE
GUANABENZ ACETATE	EQ 8MG BASE
GUANABENZ ACETATE	EQ 16MG BASE
PHENDIMETRAZINE TARTRATE	35MG
PHENDIMETRAZINE TARTRATE	35MG
PHENDIMETRAZINE TARTRATE	35MG
PHENDIMETRAZINE TARTRATE	35MG
PHENDIMETRAZINE TARTRATE	35MG
SAFINAMIDE MESYLATE	50MG
SAFINAMIDE MESYLATE	100MG
ALPRAZOLAM	0.25MG
ALPRAZOLAM	0.5MG
ALPRAZOLAM	1MG
ALPRAZOLAM	2MG
RIVAROXABAN	10MG
RIVAROXABAN	15MG
RIVAROXABAN	20MG
TOFACITINIB CITRATE	EQ 5MG BASE
CAPECITABINE	150MG
CAPECITABINE	500MG
TETRABENAZINE	12.5MG
TETRABENAZINE	25MG
TELOTRISTAT ETIPRATE	EQ 250MG BASE
RIFAXIMIN	200MG
RIFAXIMIN	550MG
LEVOCETIRIZINE DIHYDROCHLORIDE	5MG
LEVOCETIRIZINE DIHYDROCHLORIDE	5MG
DROSPIRENONE; ETHINYL ESTRADIOL	3MG;0.02MG
RITODRINE HYDROCHLORIDE	10MG
ZAFIRLUKAST	10MG
ZAFIRLUKAST	20MG
SPARFLOXACIN	200MG
TIZANIDINE HYDROCHLORIDE	EQ 2MG BASE 
TIZANIDINE HYDROCHLORIDE	EQ 4MG BASE
RANITIDINE HYDROCHLORIDE	EQ 150MG BASE
RANITIDINE HYDROCHLORIDE	EQ 150MG BASE
RANITIDINE HYDROCHLORIDE	EQ 150MG BASE
RANITIDINE HYDROCHLORIDE	EQ 300MG BASE
